N3	t1	{333849, 333854, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 333855, 342050, 343428, 333860, 333934, 343432, 342037, 333932, 393615, 334017, 334012, 333862, 333917}|{334038, 334025, 334031, 334037, 334033, 334029, 334034, 334032}#{396251, 396254, 396256, 396264, 396265, 396263}|{334088, 343461, 334217, 334210, 334142, 334211, 334188, 393697, 334133, 395768, 393606, 393605, 334241, 334161, 334171, 334230, 334196, 393713, 343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 334063, 334086, 334190, 334132, 343481, 334244, 334153, 343497, 393702, 393712, 334062, 334134, 334096, 343476, 334242}	0.667699271806109	273.5971102150532	767.4701075268789
N3	t2	{333849, 333854, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 333855, 342050, 343428, 333860, 333934, 343432, 342037, 333932, 393615, 334017, 334012, 333862, 333917}|{396251, 396254, 396256, 396264, 396265, 396263}#{334038, 334025, 334031, 334037, 334033, 334029, 334034, 334032}|{334088, 343461, 334217, 334210, 334142, 334211, 334188, 393697, 334133, 395768, 393606, 393605, 334241, 334161, 334171, 334230, 334196, 393713, 343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 334063, 334086, 334190, 334132, 343481, 334244, 334153, 343497, 393702, 393712, 334062, 334134, 334096, 343476, 334242}	0.047535885525308776	228.79751344086003	767.4701075268789
N3	t3	{333849, 333854, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 333855, 342050, 343428, 333860, 333934, 343432, 342037, 333932, 393615, 334017, 334012, 333862, 333917}|{334088, 343461, 334217, 334210, 334142, 334211, 334188, 393697, 334133, 395768, 393606, 393605, 334241, 334161, 334171, 334230, 334196, 393713, 343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 334063, 334086, 334190, 334132, 343481, 334244, 334153, 343497, 393702, 393712, 334062, 334134, 334096, 343476, 334242}#{396251, 396254, 396256, 396264, 396265, 396263}|{334038, 334025, 334031, 334037, 334033, 334029, 334034, 334032}	0.2847648426685822	265.0754838709657	767.4701075268789
N8	t1	{333849, 333854, 396251, 396254, 334038, 396256, 396264, 396265, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 396263, 343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{334088, 334217, 334210, 334142, 334211, 334188, 334133, 334161, 334171, 334196, 334063, 334086, 334190, 334132, 334153, 334062, 334134, 334096}#{343461, 393697, 395768, 393606, 393605, 393713, 393698, 343480, 343458, 343483, 343481, 343497, 393702, 393712, 343476}|{334241, 334230, 334243, 334250, 334247, 334244, 334242}	0.4980800485322419	226.899316979317	660.0553920153918
N8	t2	{333849, 333854, 396251, 396254, 334038, 396256, 396264, 396265, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 396263, 343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{343461, 393697, 395768, 393606, 393605, 393713, 393698, 343480, 343458, 343483, 343481, 343497, 393702, 393712, 343476}#{334088, 334217, 334210, 334142, 334211, 334188, 334133, 334161, 334171, 334196, 334063, 334086, 334190, 334132, 334153, 334062, 334134, 334096}|{334241, 334230, 334243, 334250, 334247, 334244, 334242}	0.3105238802779555	220.7133621933619	660.0553920153918
N8	t3	{333849, 333854, 396251, 396254, 334038, 396256, 396264, 396265, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 396263, 343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{334241, 334230, 334243, 334250, 334247, 334244, 334242}#{334088, 334217, 334210, 334142, 334211, 334188, 334133, 334161, 334171, 334196, 334063, 334086, 334190, 334132, 334153, 334062, 334134, 334096}|{343461, 393697, 395768, 393606, 393605, 393713, 393698, 343480, 343458, 343483, 343481, 343497, 393702, 393712, 343476}	0.19139607118980256	212.44271284271298	660.0553920153918
N9	t1	{333849, 333854, 396251, 396254, 334038, 396256, 396264, 396265, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 396263, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503}#{334088, 334217, 334210, 334142, 334211, 334188, 334133, 334161, 334171, 334196, 334063, 334086, 334190, 334132, 334153, 334062, 334134, 334096}|{343461, 393697, 395768, 393606, 393605, 334241, 334230, 393713, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 343481, 334244, 343497, 393702, 393712, 343476, 334242}	0.9968738662208467	261.0058305274962	667.5681537598196
N9	t2	{333849, 333854, 396251, 396254, 334038, 396256, 396264, 396265, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 396263, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{334088, 334217, 334210, 334142, 334211, 334188, 334133, 334161, 334171, 334196, 334063, 334086, 334190, 334132, 334153, 334062, 334134, 334096}#{343461, 393697, 395768, 393606, 393605, 334241, 334230, 393713, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 343481, 334244, 343497, 393702, 393712, 343476, 334242}|{343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503}	0.001910886333104916	209.6481481481485	667.5681537598196
N9	t3	{333849, 333854, 396251, 396254, 334038, 396256, 396264, 396265, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 396263, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{343461, 393697, 395768, 393606, 393605, 334241, 334230, 393713, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 343481, 334244, 343497, 393702, 393712, 343476, 334242}#{334088, 334217, 334210, 334142, 334211, 334188, 334133, 334161, 334171, 334196, 334063, 334086, 334190, 334132, 334153, 334062, 334134, 334096}|{343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503}	0.0012152474460483725	196.91417508417481	667.5681537598196
N10	t1	{333849, 333854, 334038, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{396251, 396254, 396256, 396264, 396265, 396263}#{334088, 343461, 334217, 334210, 334142, 334211, 334188, 393697, 334133, 395768, 393606, 393605, 334241, 334161, 334171, 334230, 334196, 393713, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 334063, 334086, 334190, 334132, 343481, 334244, 334153, 343497, 393702, 393712, 334062, 334134, 334096, 343476, 334242}|{343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503}	0.9622473923304777	292.0060470085462	780.0077777777775
N10	t2	{333849, 333854, 334038, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{334088, 343461, 334217, 334210, 334142, 334211, 334188, 393697, 334133, 395768, 393606, 393605, 334241, 334161, 334171, 334230, 334196, 393713, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 334063, 334086, 334190, 334132, 343481, 334244, 334153, 343497, 393702, 393712, 334062, 334134, 334096, 343476, 334242}#{396251, 396254, 396256, 396264, 396265, 396263}|{343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503}	0.03059589358080018	262.3593162393166	780.0077777777775
N10	t3	{333849, 333854, 334038, 342072, 333873, 342066, 343438, 393721, 343451, 333874, 333914, 334002, 342048, 333931, 343430, 333871, 334015, 334019, 333857, 334025, 334031, 333855, 342050, 343428, 333860, 334037, 333934, 343432, 334033, 334029, 334034, 342037, 333932, 393615, 334017, 334012, 334032, 333862, 333917}|{343502, 393635, 343512, 343511, 343514, 393638, 343515, 393640, 343510, 343503}#{396251, 396254, 396256, 396264, 396265, 396263}|{334088, 343461, 334217, 334210, 334142, 334211, 334188, 393697, 334133, 395768, 393606, 393605, 334241, 334161, 334171, 334230, 334196, 393713, 393698, 343480, 334243, 343458, 334250, 334247, 343483, 334063, 334086, 334190, 334132, 343481, 334244, 334153, 343497, 393702, 393712, 334062, 334134, 334096, 343476, 334242}	0.007156714088722216	225.64241452991465	780.0077777777775
